
17535,1553,3381,
16888,1509,3415,
16856,1488,3435,
16915,1531,3377,
16930,1546,3289,
16930,1503,3331,
17103,1533,3425,
16874,1516,3389,
17190,1513,3377,
16953,1526,3476,
16936,1534,3456,
16962,1539,3414,
16912,1559,3383,
17160,1500,3370,
16912,1496,3454,
16953,1515,3457,
16961,1539,3402,
17089,1520,3497,
17026,1500,3461,
16933,1510,3456,
16991,1512,3493,
16854,1516,3435,
17055,1543,3364,
17027,1533,3466,
17109,1511,3408,
16967,1511,4656,
17026,1532,3352,
16895,1529,3368,
16926,1530,3296,
16988,1523,3508,
17120,1583,3419,
17006,1545,3375,
16943,1522,3410,
17111,1519,3489,
16854,1516,3486,
16803,1502,3455,
16938,1527,3501,
16949,1516,3459,
16888,1518,3392,
16931,1540,3468,
16967,1512,3381,
16983,1567,3429,
16957,1532,3504,
16998,1516,3450,
17686,1565,3449,
17472,1578,3396,
16972,1538,3345,
16948,1532,3350,
16886,1509,3372,
16965,1532,3391,
17073,1528,3352,
16830,1482,3425,
17018,1530,3488,
16882,1538,3392,
16919,1541,3528,
17002,1508,3421,
16919,1507,3473,
17055,1510,3469,
16956,1518,3418,
16907,1531,3376,
16928,1534,3394,
16986,1540,3475,
17250,1514,3482,
16933,1522,3405,
16958,1482,3409,
17069,1537,3468,
16943,1570,3395,
16821,1521,3317,
17263,1526,3352,
17034,1532,3436,
17024,1533,3355,
17011,1530,3357,
16929,1522,3411,
16988,1526,3541,
16895,1535,3465,
17100,1492,3512,
16803,1509,3338,
16871,1509,3346,
16888,1526,3462,
16930,1552,3436,
16929,1545,3384,
16995,1532,3421,
17024,1514,3297,
17078,1519,3473,
16870,1533,3412,
16978,1500,3414,
17628,1576,3454,
17061,1537,3403,
16934,1504,3293,
16962,1561,3398,
16950,1486,3421,
17043,1523,3466,
16969,1521,3407,
17015,1520,3371,
17091,1526,3400,
16984,1518,3456,
16904,1513,3449,
17117,1517,3356,
16986,1582,3417,
17482,1621,3517,
17009,1518,3373,
17284,1552,3415,
16928,1554,3317,
16903,1533,3453,
17013,1520,3402,
16949,1485,3423,
17122,1531,3343,
17147,1523,3402,
17265,1539,3462,
17075,1539,3375,
17008,1513,3372,
17042,1507,3415,
17181,1595,3456,
16858,1530,3410,
16862,1510,3393,
16903,1558,3464,
16946,1510,3333,
16935,1512,3453,
17024,1550,3544,
17017,1505,3403,
16926,1510,3412,
17078,1499,3362,
16934,1504,3319,
17008,1505,3360,
16887,1504,3371,
16991,1506,3586,
17489,1559,3384,
17050,1508,3327,
16908,1545,3413,
16938,1523,3372,
16963,1523,3382,
17098,1514,3418,
16980,1519,3422,
16973,1518,3400,
16931,1539,3362,
16865,1520,3423,
16918,1505,3451,
16937,1515,3396,
16984,1556,3343,
16946,1514,4751,
16987,1530,3347,
16928,1507,3460,
17015,1499,3406,
17012,1516,3390,
16976,1487,3409,
16889,1506,3338,
17114,1521,3703,
16883,1532,3455,
17000,1547,3432,
17002,1505,3379,
17248,1526,3352,
16995,1518,3416,
16914,1503,3480,
17037,1575,3398,
17183,1523,3502,
16926,1529,3414,
17089,1529,3353,
16961,1519,3367,
17053,1524,3402,
16957,1527,3368,
16986,1518,3394,
17023,1539,3405,
16901,1526,3417,
17023,1491,3387,
16947,1509,3368,
16924,1524,3507,
16986,1544,3446,
16960,1566,3419,
17513,1584,3583,
17486,1554,3486,
17023,1581,3371,
17047,1523,3390,
16988,1545,3444,
16919,1494,3461,
16967,1543,3310,
16904,1543,3414,
17295,1530,3360,
16930,1525,3348,
16923,1526,3432,
16938,1521,3398,
16891,1499,3325,
16840,1516,3415,
16992,1512,3436,
16885,1531,3459,
17024,1505,3454,
17000,1520,3480,
16863,1522,3337,
16891,1525,3387,
16970,1538,3447,
16905,1534,3467,
16992,1557,3438,
16871,1541,3335,
17240,1528,3390,
16967,1522,3512,
16966,1503,3329,
16968,1535,3429,
17016,1515,3419,
16968,1571,3446,
17094,1566,3395,
16875,1555,3406,
17189,1537,3413,
16956,1528,3369,
16961,1523,3506,
16918,1511,3314,
16882,1508,3398,
16959,1529,3416,
17331,1519,3462,
17004,1527,3315,
17033,1514,3404,
16864,1507,3382,
16965,1528,3441,
17410,1518,3582,
16896,1530,3367,
17418,1574,3468,
17429,1564,3402,
16973,1518,3442,
17081,1516,3320,
17426,1553,3483,
16974,1523,3290,
17504,1582,3450,
17439,1554,3434,
17403,1577,3380,
17317,1533,3461,
16962,1517,3436,
16975,1517,3423,
17063,1543,3456,
17033,1517,3391,
16836,1597,3445,
16935,1537,3454,
17034,1534,3450,
16932,1513,3382,
16895,1513,3304,
17005,1509,3393,
16956,1551,3355,
16863,1514,3411,
16942,1540,3440,
16968,1555,3417,
16971,1521,3355,
16924,1522,3437,
17015,1489,3290,
16932,1555,3440,
16869,1535,3703,
16943,1536,3370,
16864,1514,3351,
16832,1532,3329,
16975,1531,3332,
16974,1534,3404,
17000,1506,3479,
16972,1474,3293,
27607,1568,3371,
17525,1621,3490,
16967,1533,3509,
17058,1539,3423,
16988,1517,4261,
16937,1502,3444,
17099,1577,3564,
17014,1505,3455,
17004,1468,3317,
16871,1527,3363,
16872,1549,3292,
16957,1519,3317,
17030,1512,3450,
16962,1529,3455,
16954,1526,3431,
16886,1497,3345,
16953,1526,3373,
16936,1498,3443,
17050,1506,3418,
16973,1523,3380,
17084,1514,3559,
16938,1515,3363,
16966,1523,3362,
16873,1501,3403,
17255,1529,3403,
16911,1525,3319,
16945,1537,3523,
16908,1534,3478,
16984,1535,3341,
16940,1504,3468,
16944,1547,3423,
17034,1543,3510,
17173,1534,3320,
16906,1538,3374,
17000,1513,3489,
17130,1540,3425,
17137,1537,3458,
17013,1539,3421,
16982,1534,3402,
16924,1533,3450,
16976,1529,3401,
17474,1565,3413,
17397,1519,3379,
16936,1527,3293,
16936,1518,3403,
17001,1534,3397,
17028,1510,3307,
16883,1510,3406,
16983,1508,3431,
16960,1490,3426,
17014,1534,3347,
16945,1530,3390,
16995,1538,3417,
17013,1509,3419,
17035,1585,3416,
17012,1516,3455,
16975,1521,3444,
16904,1566,3351,
16940,1529,3391,
16910,1524,3399,
17048,1532,3507,
17066,1521,3506,
17130,1490,3423,
16946,1538,3342,
17065,1535,3409,
16885,1528,3557,
16947,1575,3350,
16956,1548,3388,
17000,1513,3363,
17099,1501,3433,
16974,1527,3509,
16956,1521,3409,
16982,1513,3520,
16879,1518,3394,
16909,1545,3351,
16947,1549,3498,
16910,1524,3443,
17049,1521,3517,
17059,1523,3419,
16929,1538,3417,
16836,1517,3427,
17032,1588,3413,
16983,1520,3362,
16995,1505,3443,
16946,1508,3389,
16861,1550,3438,
16908,1538,3424,
16942,1506,3393,
16901,1534,3327,
17045,1510,3407,
16907,1518,3420,
16951,1572,3410,
16973,1514,3449,
17035,1525,3356,
16913,1483,3426,
17036,1502,3517,
16928,1517,3337,
16923,1524,3429,
16984,1535,3284,
16974,1534,3342,
16980,1533,3462,
16976,1530,3435,
17014,1542,3392,
17006,1519,3450,
17029,1513,3398,
16895,1517,3402,
16937,1525,3405,
16938,1535,3410,
16994,1530,3350,
16982,1512,3398,
17060,1535,3418,
16994,1523,3435,
17230,1578,3389,
17509,1557,3451,
17005,1529,3401,
17014,1501,3407,
17486,1584,3465,
17419,1559,3516,
16941,1520,3377,
17450,1559,3352,
17138,1526,3441,
16988,1510,3402,
16879,1532,3384,
17085,1526,3410,
16920,1476,3379,
17044,1535,3451,
16924,1509,3322,
17143,1519,3316,
17066,1550,3349,
16950,1584,3384,
16970,1528,3428,
16996,1534,3460,
16874,1536,3421,
17114,1530,3454,
17011,1514,3407,
16914,1525,3378,
16980,1516,3433,
16955,1564,3536,
16985,1540,3378,
17129,1527,3357,
16978,1506,3414,
17227,1495,3392,
17022,1560,3361,
16963,1528,3479,
16938,1507,3425,
17032,1508,3465,
17144,1530,3366,
16911,1540,3405,
17118,1536,3388,
16927,1507,3414,
17092,1520,3454,
17033,1538,3548,
16987,1507,3407,
16972,1497,3471,
16956,1524,3389,
16985,1515,3356,
17177,1501,3435,
16915,1593,3364,
17031,1536,3502,
17444,1559,3410,
17423,1559,3404,
17043,1517,3394,
17042,1535,3444,
16941,1534,3364,
17130,1517,3488,
17164,1532,3387,
17061,1509,3408,
24037,6013,10168,
16878,1513,3497,
16856,1506,3368,
16950,1493,3387,
17003,1528,3422,
17202,1519,3387,
16984,1497,3431,
16917,1524,3425,
16974,1486,3329,
17434,1497,3428,
17034,1516,3381,
16956,1534,3459,
16928,1519,3304,
17027,1505,3422,
17019,1524,4073,
17025,1523,3399,
16953,1545,3413,
16977,1528,3429,
16982,1493,3369,
16951,1531,3376,
16999,1507,3438,
17064,1509,3406,
17151,1588,3420,
16851,1504,3500,
17395,1567,3416,
17072,1503,3406,
16920,1535,3325,
16968,1518,3351,
16979,1549,3445,
16924,1514,3460,
17058,1504,3345,
16948,1546,3361,
17152,1553,3397,
17139,1509,3387,
16981,1514,3402,
17021,1502,3402,
16972,1535,3336,
17024,1559,3463,
16893,1520,3339,
16985,1506,3449,
16918,1522,3436,
17310,1505,3429,
17041,1527,3361,
16946,1519,3328,
16918,1511,3413,
16930,1512,3384,
16978,1525,3420,
16975,1554,3445,
17043,1538,3431,
16962,1509,3410,
17004,1521,3337,
17063,1536,3338,
16983,1515,3352,
17048,1519,3377,
17021,1506,3401,
16872,1523,3493,
17018,1506,3277,
16942,1544,3450,
16950,1533,3366,
16955,1547,3324,
16980,1515,3409,
17331,1567,3437,
17866,1551,3399,
16911,1481,3447,
17496,1576,3425,
17254,1568,3480,
16926,1512,3387,
16939,1524,3454,
17422,1566,3504,
17181,1536,3426,
17095,1515,3441,
17346,1567,3410,
17525,1585,3415,
16894,1526,3302,
17492,1581,3500,
17480,1584,3450,
16846,1505,3287,
16914,1521,3346,
17135,1545,3416,
16868,1542,3379,
16899,1517,3394,
17011,1526,3453,
17018,1514,3502,
17035,1542,3459,
16901,1533,3390,
16984,1528,3338,
16924,1513,3393,
16994,1523,3452,
16996,1527,3438,
17096,1539,3419,
17200,1513,3460,
16894,1521,3463,
16930,1556,3345,
17305,1492,3381,
17026,1539,3382,
17014,1527,3301,
17071,1546,3408,
17023,1523,3340,
17049,1523,3353,
16894,1534,3389,
16857,1520,3407,
16913,1521,3484,
17415,1525,3416,
16872,1519,3375,
16924,1535,3446,
17111,1511,3472,
16902,1534,3417,
17632,1572,3552,
17427,1501,3503,
16945,1529,3517,
17033,1537,3424,
16873,1515,3425,
16930,1574,3353,
16885,1498,3379,
17021,1536,3400,
17000,1547,3363,
17087,1534,3382,
16905,1516,3328,
16877,1517,3599,
16996,1526,3425,
16945,1520,3449,
16936,1529,3444,
16905,1533,3478,
16903,1507,3469,
16909,1535,3356,
16917,1521,3439,
16886,1509,3334,
17054,1505,3428,
16946,1543,3423,
16890,1518,3416,
17046,1511,3469,
16930,1514,3361,
17030,1538,3427,
16943,1526,3385,
16925,1534,3438,
16820,1520,3377,
16938,1518,3312,
17071,1523,3395,
16858,1531,3460,
16931,1515,3337,
17048,1541,3457,
16915,1508,3401,
17557,1568,3482,
17703,1607,3545,
17005,1547,3385,
17365,1524,3394,
17040,1529,3454,
16965,1531,3476,
17360,1517,3441,
16948,1515,3438,
17123,1538,3338,
16986,1525,3345,
16847,1535,3500,
17005,1525,3401,
17002,1519,3565,
16959,1499,3372,
17256,1625,3530,
16905,1518,3420,
17022,1514,3340,
17103,1534,3375,
16898,1504,3367,
17050,1517,3396,
16953,1543,3292,
16965,1533,3408,
17211,1518,3337,
16900,1546,3370,
16939,1619,3424,
16853,1506,3325,
16989,1524,3346,
17014,1533,3590,
16902,1521,3449,
16994,1505,3416,
16913,1545,3379,
16883,1518,3486,
17097,1590,3376,
17058,1521,3429,
17009,1545,3440,
16747,1515,3388,
17089,1536,3382,
16997,1516,3302,
17467,1588,3686,
16918,1499,3355,
16962,1537,3453,
17007,1513,3412,
16946,1534,3452,
17592,1575,3477,
17224,1549,3383,
16948,1513,3399,
16903,1544,3471,
16951,1483,3386,
16918,1499,3444,
16874,1511,3417,
16959,1543,3395,
16976,1522,3425,
16931,1515,4871,
38269,1519,6163,
17040,1613,3460,
16983,1521,3473,
17182,1507,3313,
16964,1548,3309,
16860,1521,3388,
16991,1524,3437,
16997,1534,3427,
17007,1491,3422,
16903,1512,3302,
17020,1521,3417,
17245,1562,3522,
16912,1516,3417,
16924,1517,3396,
17023,1526,3390,
17006,1483,3449,
17068,1526,3409,
17019,1510,3371,
16924,1528,3447,
17279,1590,3526,
16980,1521,3403,
16986,1496,3376,
16958,1521,3324,
17059,1497,3441,
16910,1536,3521,
16872,1520,3311,
17364,1537,3439,
16989,1506,3424,
16892,1507,3375,
16993,1522,3326,
16973,1552,3406,
16902,1510,3463,
17299,1526,3403,
16898,1496,3373,
16955,1495,3413,
16955,1480,3531,
16896,1527,3468,
16882,1508,3337,
16972,1527,3329,
17557,1539,3544,
16949,1510,3390,
16902,1522,3428,
17106,1575,3392,
16975,1510,3357,
17058,1540,3504,
17010,1538,3405,
16879,1554,3448,
17057,1517,3465,
16971,1600,3507,
16881,1481,3338,
17011,1537,3469,
17023,1522,3312,
16901,1526,3350,
16940,1507,3396,
17159,1518,3474,
17034,1526,3365,
17132,1504,3406,
16929,1526,3443,
16978,1520,3382,
17033,1521,3438,
17174,1531,3423,
16857,1515,3382,
16910,1525,3438,
16960,1532,3393,
16997,1483,3331,
16985,1505,3550,
16999,1505,3374,
16893,1514,3381,
16992,1534,3378,
17050,1546,3364,
17042,1512,3431,
16900,1518,3507,
17588,1598,3435,
17476,1548,3420,
16989,1530,3376,
16945,1617,3417,
16945,1517,3466,
16934,1527,3427,
16865,1525,3405,
16923,1503,3328,
16934,1516,3436,
16931,1560,3540,
16996,1529,3330,
17001,1532,3418,
16921,1519,3380,
16837,1506,3359,
16926,1533,3330,
17041,1531,3400,
16948,1512,3389,
16878,1515,3372,
16940,1536,3341,
16857,1532,3453,
16962,1539,3416,
16916,1530,3382,
17040,1508,3316,
16909,1520,3335,
17105,1507,3428,
16966,1537,3617,
16902,1515,3633,
16979,1528,3423,
16995,1544,3409,
16878,1514,3391,
16952,1533,3437,
16993,1532,3365,
16844,1519,3567,
16949,1528,3402,
17234,1526,3412,
17061,1520,3422,
16918,1505,3386,
16919,1518,3450,
16904,1519,3398,
16960,1525,3429,
17042,1521,3460,
17163,1588,3486,
17483,1575,3417,
17560,1577,3477,
16930,1518,3349,
17535,1561,3432,
17430,1553,3381,
17541,1559,3542,
17301,1512,3477,
17508,1575,3404,
17427,1542,3385,
17357,1534,3434,
16972,1521,3347,
17429,1569,3416,
17379,1530,3398,
17546,1577,3492,
17270,1555,3437,
17054,1499,3390,
16896,1501,3350,
16997,1525,3432,
16885,1528,3386,
16907,1554,3320,
16956,1517,3321,
17282,1538,3401,
16903,1535,3441,
16915,1520,3387,
16913,1521,3458,
16879,1520,3440,
17186,1536,3475,
16923,1529,3424,
16956,1517,3412,
16974,1506,3431,
17001,1518,3373,
17027,1542,3432,
17111,1518,3320,
16847,1512,3420,
16998,1531,3384,
16924,1481,3436,
16927,1513,3460,
16902,1529,3433,
16983,1517,3314,
17004,1543,3420,
17023,1522,3386,
16980,1496,3413,
16984,1517,3467,
16891,1517,3333,
17141,1567,3384,
17001,1573,3373,
16884,1504,3390,
16934,1511,3459,
16899,1524,3355,
16965,1547,3344,
16969,1489,3443,
17016,1532,3466,
16984,1513,3491,
16869,1507,3417,
16882,1509,3385,
17186,1523,3466,
16945,1525,3467,
17490,1566,3487,
17399,1559,3449,
16918,1511,3384,
16845,1549,3449,
16917,1544,3447,
17102,1537,3478,
16896,1521,3418,
17102,1539,3566,
16976,1554,3565,
16910,1511,3393,
17026,1537,3353,
16947,1523,3553,
17336,1625,3563,
17553,1500,3456,
17229,1507,3529,
16988,1560,3402,
17214,1528,3364,
17035,1516,3370,
17366,1504,3449,
17588,1638,3527,
17043,1520,3506,
17074,1499,3430,
17081,1528,3519,
17284,1556,3429,
16907,1494,3525,
17405,1549,3476,
16910,1519,3362,
16870,1526,3344,
16996,1532,3364,
16946,1486,3439,
16922,1515,3424,
16986,1520,3458,
16994,1527,3346,
16917,1513,3386,
17169,1533,3395,
16991,1556,3400,
16917,1529,3384,
16915,1520,3434,
16958,1522,3395,
16881,1511,3423,
16944,1526,3401,
17287,1540,3409,
16957,1531,3388,
18806,1519,3440,
17433,1564,3411,
17542,1578,3455,
16904,1507,3393,
16928,1544,3471,
17219,1479,3457,
17006,1511,3427,
16990,1532,3417,
16894,1513,3515,
17084,1547,3377,
16913,1516,3412,
16978,1515,3435,
16935,1542,3501,
17064,1532,3366,
17056,1505,3318,
17071,1525,3438,
16915,1526,3435,
16962,1506,3443,
17155,1551,3496,
16929,1533,3329,
17077,1517,3387,
16886,1522,3368,
16940,1519,3429,
16905,1539,3528,
16976,1534,3301,
16862,1525,3430,
16907,1510,3461,
17155,1506,3428,
17177,1515,3416,
16980,1525,3427,
16945,1528,3510,
16959,1517,3541,
17055,1510,3368,
17303,1518,3409,
16939,1500,3407,
17022,1523,3410,
16922,1517,3393,
17248,1505,3425,
17279,1548,3343,
17414,1579,3586,
17537,1584,3584,
16970,1520,3311,
17054,1525,3391,
16966,1511,3315,
17096,1517,3393,
16986,1590,3393,
16940,1525,3396,
16923,1539,3466,
17031,1529,3412,
17136,1519,3480,
17222,1550,3397,
16975,1525,3422,
17098,1599,3406,
16837,1530,3398,
17002,1576,3513,
16989,1605,3363,
16929,1514,3507,
16953,1515,3405,
16852,1504,3403,
16889,1514,3516,
17105,1513,3439,
17062,1543,3444,
16865,1530,3348,
16940,1519,3514,
16977,1518,3526,
